999741748	999972618
749792315	823700528
622777089	902512094
056505128	739077389
376176219	776198218
837354186	996928699
258590595	892055967
846859788	945613691
554841250	710495188
378360365	648338730
045672716	155477323
885353967	961667201
430300885	439331208
467187736	954620805
804357491	968510466
999722791	999927153
271275266	445402284
582206394	863586578
849447756	856228450
454476747	840170629
730281958	858318821
980904923	997651564
524841227	569463979
598783191	805806023
232981721	662498628
269985944	617756934
285435127	694648459
113990861	543549170
445648296	904616405
517810141	747934253
471103712	994924636
169170329	838216524
240771377	571813587
593248088	999785247
309884199	716410862
541151416	998234927
763461662	992992912
363448218	523566310
228889020	967903447
946150930	956695713
161629286	789112073
248656517	626219111
350981189	833562059
109175906	556709294
143825478	359321232
136669250	710624014
117158119	136236411
141868621	523545785
910603970	981670545
508511428	647731801
561941011	638749102
498483887	971256231
093168637	925430552
270678451	428035005
571079811	964418194
965981813	987153204
403187770	893580059
527658864	992524734
443330479	832004720
019093617	651724461
241187221	332792415
356404627	588176190
708224626	989702938
856078399	963011184
993380672	998127881
003153213	381963319
776430296	928196065
342758297	729515787
322376393	845670241
490791684	877858405
240937159	589809806
418686064	478798314
375683879	638591815
106617784	908540576
626068560	683862491
551524797	780727631
172588472	790779419
052152228	876005947
253459959	693827107
867814401	931106924
658131826	794850467
342589451	592081355
664264117	796854018
167440518	742714238
095925767	468995756
783632748	946185632
414303906	780737885
244454242	936282910
993560853	997352345
304079544	484336407
366210490	426652324
582710103	643568698
185567834	977296616
819301132	822620472
886296569	967266427
954792908	998377164
064450171	516971043
750679366	933172386
586050415	911403784
212467086	665936374
