999741748	999972618
749792315	823700528
622777089	902512094
056505128	739077389
376176219	776198218
837354186	996928699
258590595	892055967
846859788	945613691
554841250	710495188
378360365	648338730
045672716	155477323
885353967	961667201
430300885	439331208
467187736	954620805
804357491	968510466
999722791	999927153
271275266	445402284
582206394	863586578
849447756	856228450
454476747	840170629
730281958	858318821
980904923	997651564
524841227	569463979
598783191	805806023
232981721	662498628
269985944	617756934
285435127	694648459
113990861	543549170
445648296	904616405
517810141	747934253
471103712	994924636
169170329	838216524
240771377	571813587
593248088	999785247
309884199	716410862
541151416	998234927
763461662	992992912
363448218	523566310
228889020	967903447
946150930	956695713
161629286	789112073
248656517	626219111
350981189	833562059
109175906	556709294
143825478	359321232
136669250	710624014
117158119	136236411
141868621	523545785
910603970	981670545
508511428	647731801
561941011	638749102
498483887	971256231
093168637	925430552
270678451	428035005
571079811	964418194
965981813	987153204
403187770	893580059
527658864	992524734
443330479	832004720
019093617	651724461
241187221	332792415
356404627	588176190
708224626	989702938
856078399	963011184
993380672	998127881
003153213	381963319
776430296	928196065
342758297	729515787
322376393	845670241
490791684	877858405
240937159	589809806
418686064	478798314
375683879	638591815
106617784	908540576
626068560	683862491
551524797	780727631
172588472	790779419
052152228	876005947
253459959	693827107
867814401	931106924
658131826	794850467
342589451	592081355
664264117	796854018
167440518	742714238
095925767	468995756
783632748	946185632
414303906	780737885
244454242	936282910
993560853	997352345
304079544	484336407
366210490	426652324
582710103	643568698
185567834	977296616
819301132	822620472
886296569	967266427
954792908	998377164
064450171	516971043
750679366	933172386
586050415	911403784
212467086	665936374
433095817	624479078
557718875	792374020
008258113	643813514
692030190	910301525
125405705	812276594
096238103	587882129
399948686	602079708
211232955	834942480
984150607	999496390
498794757	663921274
803634733	940896715
600011240	692951238
122902749	745807523
818540689	933205852
425642830	432480647
036958783	064985313
770228339	776093227
552796382	586916298
695951219	830748485
134504865	586445810
676631851	866620821
898494365	981728278
461156858	637897320
629481737	931115488
999979181	999988874
827413109	930491733
245482508	604686547
137693402	569095347
761799642	773460705
386416770	403549163
008161371	986941005
642730136	942279833
115809272	706526979
183411999	724865799
459700044	461117730
286714925	595847124
096677267	424606812
701733353	821697973
465510623	536562120
361475619	669166182
902989727	934782251
080116615	201793669
122901026	994198388
909769966	914946258
291789789	582929753
008439477	965655210
226543251	760040089
834902856	994952433
233861489	598515766
216960640	891623317
037912990	080908805
655706743	946521757
241941657	437069603
665650344	883150208
207415982	625603361
424253170	896925160
815196727	960958337
945575479	970599482
639379273	757943561
302490361	790601618
463312492	645358905
270696758	829597623
874219379	881415564
297308005	509202103
104349165	994111113
896307578	900242118
159732917	497618104
085333327	779284906
760783706	870535283
286790797	534050620
600018114	929894968
111742298	686224254
020462111	990287224
294543897	615895179
492331209	546634526
144488780	234353761
648508765	796089486
446196084	690659424
423132602	892362423
057404126	130032156
905250743	927145467
656056245	712874749
384043905	501860938
995262380	997295640
038200370	736977248
071562583	113779735
114258520	888939704
763927297	946878175
163412756	954483558
542224139	765978607
113280821	574305266
491293817	654258221
201766499	631789021
743044212	772483428
434834040	744439889
212214269	816791752
589133476	711995832
909393402	948471774
897164567	992745566
482566692	745021745
